202312051655
baigai
x
yagura
wiper_drive,others,1528,9,3,6,win
shooter_h3_d,myself,1097,5,4,2,win
shooter_spla,others,1251,12,9,5,win
blaster_crash,others,1106,12,5,6,win
shooter_modelar_rg,others,1989,8,7,6,lose
wiper_drive,others,1106,7,1,4,lose
maneuver_spla_collabo,others,892,8,9,4,lose
blaster_long,others,1027,3,6,3,lose
a_x,a_y,a_sp,a_life,b_x,b_y,b_sp,b_life,y_x,y_y,y_sp,y_life,x_x,x_y,x_sp,x_life,u_x,u_y,u_sp,u_life,r_x,r_y,r_sp,r_life,d_x,d_y,d_sp,d_life,l_x,l_y,l_sp,l_life
943,280,nan,1,1333,332,nan,1,1209,211,nan,1,1313,45,nan,1,1186,201,nan,1,915,378,nan,1,915,364,nan,1,1188,214,nan,1
943,293,nan,1,1333,332,nan,1,nan,nan,nan,1,1395,149,nan,1,1324,126,nan,1,926,402,nan,1,925,388,nan,1,1206,213,nan,1
940,290,nan,1,1333,332,nan,1,nan,nan,nan,1,1405,169,nan,1,1324,126,nan,1,929,435,nan,1,1073,241,nan,1,1221,208,nan,1
936,288,nan,1,1333,332,nan,1,nan,nan,nan,1,1405,170,nan,1,1324,126,nan,1,926,475,nan,1,1229,186,nan,1,1230,199,nan,1
933,301,nan,1,1333,332,nan,1,nan,nan,nan,1,1406,169,nan,1,1324,126,nan,1,918,501,nan,1,918,487,nan,1,1240,195,nan,1
933,318,nan,1,1333,332,nan,1,nan,nan,nan,1,1392,153,nan,1,1324,126,nan,1,908,498,nan,1,1032,233,6,1,1254,214,nan,1
934,334,nan,1,1333,332,nan,1,nan,nan,nan,1,1384,129,nan,1,1324,126,nan,1,875,481,nan,1,1022,237,6,1,1275,235,nan,1
952,350,nan,1,1333,332,nan,1,nan,nan,nan,1,1372,129,nan,1,1324,126,nan,1,866,493,nan,1,1017,236,6,1,1281,247,nan,1
984,364,nan,1,1333,332,nan,1,nan,nan,4,1,1367,134,3,1,1324,126,nan,1,868,526,nan,1,1013,234,6,1,1301,260,nan,1
1007,363,nan,1,1333,332,nan,1,nan,nan,4,1,1406,122,nan,1,1324,126,nan,1,866,562,nan,1,1004,221,nan,1,1304,239,nan,1
1034,350,nan,1,1333,332,nan,1,nan,nan,nan,1,1427,113,nan,1,1324,126,nan,1,853,574,nan,1,1002,193,6,1,1317,239,nan,1
1049,329,nan,1,1333,332,nan,1,nan,nan,nan,1,1428,110,nan,1,1324,126,nan,1,842,554,nan,1,997,173,nan,1,1333,248,nan,1
1059,287,nan,1,1333,332,nan,1,nan,nan,nan,1,1427,109,nan,1,1324,126,nan,1,842,513,nan,1,996,170,nan,1,1366,259,nan,1
1040,268,nan,1,1333,332,3,1,1773,38,1,1,1313,45,nan,1,1385,250,nan,1,868,486,nan,1,998,175,nan,1,1387,263,nan,1
1040,237,nan,1,1039,237,14,1,1650,47,nan,1,1313,45,nan,1,891,455,nan,1,892,469,nan,1,993,184,nan,1,1396,261,nan,1
1052,213,nan,1,1051,213,14,1,1575,56,nan,1,1313,45,nan,1,1376,240,nan,1,912,453,nan,1,968,184,nan,1,1378,253,nan,1
nan,nan,nan,1,nan,nan,5,1,1538,69,nan,1,1313,45,nan,1,941,412,nan,1,943,426,nan,1,948,184,nan,1,1357,249,nan,1
nan,nan,nan,1,nan,nan,nan,1,1512,86,nan,1,1313,45,nan,1,968,391,nan,1,970,406,nan,1,940,199,nan,1,1342,252,nan,1
nan,nan,nan,1,nan,nan,nan,1,1490,108,nan,1,1313,45,nan,1,1324,126,nan,1,988,392,nan,1,934,213,nan,1,1342,257,nan,1
nan,nan,nan,1,nan,nan,nan,1,1483,126,nan,1,1313,45,nan,1,1324,126,nan,1,994,390,nan,1,932,228,nan,1,1326,262,nan,1
1064,218,nan,1,1063,218,nan,1,1473,140,nan,1,1313,45,nan,1,1324,126,nan,1,987,396,nan,1,934,253,nan,1,1319,271,nan,1
1060,236,nan,1,1059,236,nan,1,1463,150,nan,1,1313,45,nan,1,1324,126,nan,1,964,396,nan,1,935,270,nan,1,1337,290,nan,1
1043,275,nan,1,1805,126,9,1,1455,166,nan,1,1313,45,nan,1,1324,126,nan,1,946,393,nan,1,936,277,nan,1,1366,312,nan,1
1029,315,nan,1,1678,146,1,1,1446,179,nan,1,1313,45,nan,1,1324,126,nan,1,934,390,nan,1,935,282,nan,1,1398,335,nan,1
1016,339,nan,1,1603,158,3,1,1431,184,9,1,nan,nan,31,1,1324,126,nan,1,925,390,1,1,932,283,8,1,1423,359,9,1
1010,347,nan,1,1565,167,3,1,1411,189,9,1,nan,nan,33,1,1324,126,nan,1,921,406,1,1,932,282,62,1,1405,366,9,1
1012,343,1,1,1536,160,3,1,1387,198,9,1,1310,122,nan,1,921,430,nan,1,923,445,1,1,932,282,63,1,1366,365,9,1
1017,335,1,1,1519,149,3,1,1371,199,9,1,1310,122,nan,1,919,473,nan,1,920,487,2,1,932,283,63,1,1321,365,9,1
1021,326,1,1,1508,141,3,1,1362,208,9,1,1310,122,nan,1,1296,376,8,1,906,523,8,1,932,284,64,1,1298,389,9,1
1030,309,1,1,1499,132,3,1,1358,224,9,1,1310,122,nan,1,1294,400,8,1,877,546,0,1,932,284,6,1,1296,413,9,1
1494,121,1,1,1493,121,3,1,1364,233,9,1,1310,122,nan,1,1293,420,8,1,840,552,41,1,929,282,68,1,1295,433,9,1
1489,109,1,1,1488,109,3,1,1369,261,9,1,1310,122,nan,1,808,526,8,1,810,541,44,1,809,526,68,1,1292,448,9,1
1027,225,1,1,1480,99,3,1,1376,291,9,1,1310,122,nan,1,1284,444,8,1,788,520,45,1,918,282,6,1,1286,457,9,1
1035,209,1,1,1443,101,3,1,1370,304,9,1,1310,122,6,1,1280,454,nan,1,790,513,40,1,912,281,6,1,1282,466,9,1
1415,114,1,1,1415,114,3,1,1358,314,9,1,1310,122,6,1,1263,478,nan,1,791,510,47,1,924,291,1,1,1265,492,9,1
nan,nan,1,1,nan,nan,1,1,1351,323,9,1,1310,122,nan,1,786,489,2,1,787,503,47,1,927,323,1,1,1253,504,9,1
1104,203,1,1,1374,122,1,1,1338,351,9,1,1310,122,3,1,1228,496,2,1,776,504,48,1,921,351,2,1,1230,509,9,1
1121,206,31,1,1347,123,6,1,1333,367,9,1,1310,122,3,1,764,490,2,1,765,504,4,1,908,362,2,1,1195,512,9,1
1107,216,31,1,1318,117,6,1,1325,374,2,1,nan,nan,3,1,757,490,nan,1,759,504,4,1,899,370,2,1,1180,513,9,1
1065,227,31,1,1302,123,nan,1,1322,373,23,1,nan,nan,46,1,119,694,nan,1,754,498,0,1,903,376,nan,1,1171,519,9,1
1294,133,31,1,1293,133,3,1,1308,389,23,1,1310,122,46,1,256,674,nan,1,762,493,1,1,908,378,8,1,1152,533,9,1
1040,226,31,1,1294,147,3,1,1291,405,3,1,1310,122,46,1,342,661,nan,1,770,504,4,1,912,383,8,1,1121,557,9,1
1044,221,31,1,1044,221,9,1,1274,416,3,1,1310,122,46,1,385,652,4,1,782,509,8,1,917,394,nan,1,1102,572,9,1
1037,240,31,1,1319,153,9,1,1265,412,2,1,1310,122,46,1,404,648,4,1,807,509,8,1,925,406,8,1,1079,577,9,1
1025,280,31,1,1315,144,9,1,1252,411,nan,1,nan,nan,46,1,436,644,4,1,814,508,60,1,930,417,8,1,1072,563,9,1
1020,310,31,1,1299,146,9,1,1219,414,nan,1,1309,123,91,1,463,643,nan,1,811,508,81,1,923,428,8,1,1062,526,nan,1
1017,324,31,1,1285,144,9,1,1207,429,nan,1,nan,nan,91,1,493,640,8,1,811,512,84,1,898,442,81,1,1047,489,nan,1
1007,341,31,1,1272,147,9,1,1217,454,nan,1,nan,nan,91,1,523,635,nan,1,809,513,88,1,869,462,81,1,1045,464,nan,1
994,357,31,1,1260,155,9,1,1217,468,nan,1,nan,nan,4,1,550,630,8,1,810,517,88,1,861,462,81,1,1040,451,nan,1
1002,342,31,1,1251,163,9,1,1219,478,23,1,nan,nan,43,1,576,628,0,1,813,519,8,1,860,468,8,1,1016,431,nan,1
1023,319,31,1,1239,162,9,1,1231,475,31,1,nan,nan,45,1,613,626,nan,1,nan,nan,2,1,864,477,8,1,1001,420,nan,1
1035,304,31,1,1234,152,9,1,1265,458,31,1,nan,nan,46,1,646,626,nan,1,824,532,4,1,868,485,8,1,980,422,nan,1
1040,294,31,1,1230,140,9,1,1283,437,3,1,nan,nan,49,1,676,624,2,1,837,563,8,1,866,491,88,1,968,443,nan,1
1040,276,31,1,1230,128,9,1,1293,419,33,1,nan,nan,nan,1,700,624,nan,1,865,570,8,1,865,495,88,1,961,457,1,1
1047,240,31,1,1239,119,9,1,1310,408,33,1,nan,nan,5,1,718,621,8,1,880,561,81,1,867,499,88,1,961,475,1,1
1071,210,31,1,1253,122,33,1,1333,412,33,1,nan,nan,3,1,735,616,8,1,891,558,83,1,868,503,8,1,985,507,1,1
1099,200,31,1,1283,122,nan,1,1334,428,33,1,1350,453,59,1,746,614,8,1,898,553,84,1,866,511,8,1,1013,518,nan,1
1114,193,31,1,1318,123,nan,1,1321,428,nan,1,nan,nan,59,1,761,612,nan,1,887,542,84,1,863,517,9,1,1021,526,nan,1
1116,190,31,1,1341,148,33,1,1309,425,33,1,nan,nan,59,1,778,611,nan,1,873,539,85,1,872,525,93,1,1017,527,nan,1
1095,201,31,1,1344,186,33,1,1275,419,33,1,nan,nan,59,1,795,610,nan,1,859,546,85,1,985,507,93,1,987,519,nan,1
1065,230,31,1,1324,216,33,1,1235,412,33,1,nan,nan,59,1,812,608,20,1,nan,nan,85,1,839,498,93,1,960,504,3,1
1037,261,31,1,1308,225,33,1,1205,408,33,1,nan,nan,63,1,834,597,20,1,827,529,85,1,838,496,9,1,949,486,3,1
1031,299,31,1,1301,234,33,1,1191,410,33,1,nan,nan,63,1,849,564,20,1,830,528,88,1,839,497,9,1,923,455,3,1
1044,322,31,1,1305,246,33,1,1184,412,33,1,1770,-19,63,1,847,526,2,1,nan,nan,88,1,848,526,9,1,894,427,nan,1
1047,301,31,1,1309,257,33,1,1193,411,33,1,1513,64,63,1,843,492,2,1,834,527,88,1,833,513,nan,1,875,396,nan,1
1030,292,31,1,1303,268,33,1,1193,411,33,1,1287,150,6,1,858,391,22,1,843,505,40,1,866,471,nan,1,860,404,nan,1
1021,303,31,1,1299,279,33,1,1195,411,33,1,1249,165,6,1,845,435,22,1,849,494,41,1,890,466,nan,1,886,438,5,1
1024,298,31,1,1292,289,33,1,1209,414,33,1,1241,137,6,1,847,412,23,1,850,494,42,1,907,471,nan,1,850,426,5,1
1034,267,31,1,1283,296,33,1,1204,425,33,1,1236,137,6,1,849,398,28,1,841,508,43,1,938,479,nan,1,916,506,5,1
1047,228,31,1,1273,305,33,1,1192,435,33,1,1222,138,6,1,849,385,28,1,836,539,94,1,973,483,nan,1,901,515,5,1
nan,nan,31,1,1267,315,33,1,1182,444,33,1,1193,138,6,1,846,363,28,1,nan,nan,47,1,1002,484,nan,1,890,549,5,1
1102,191,31,1,1259,326,33,1,1166,459,43,1,1166,152,6,1,841,335,2,1,nan,nan,nan,1,1014,493,nan,1,899,573,6,1
1249,333,31,1,1248,333,33,1,1140,483,4,1,1139,167,6,1,839,306,2,1,nan,nan,nan,1,1011,501,nan,1,905,588,6,1
1245,339,31,1,1244,339,93,1,1114,504,43,1,1140,166,6,1,840,273,2,1,nan,nan,nan,1,999,500,nan,1,905,584,6,1
nan,nan,31,1,1246,337,95,1,1108,515,43,1,1140,166,6,1,846,241,0,1,848,549,nan,1,990,492,nan,1,904,580,6,1
1252,334,31,1,1251,334,95,1,1127,534,49,1,1140,166,6,1,848,227,4,1,839,509,nan,1,980,484,nan,1,900,578,6,1
nan,nan,31,1,1257,332,95,1,1129,537,43,1,1114,219,6,1,854,218,4,1,846,490,nan,1,970,478,nan,1,895,566,9,1
nan,nan,5,1,1258,331,46,1,1123,527,4,1,1109,239,6,1,857,223,7,1,855,479,nan,1,948,468,nan,1,892,556,nan,1
nan,nan,33,1,1257,332,46,1,1122,517,4,1,1110,240,6,1,852,253,8,1,857,478,nan,1,915,466,nan,1,890,537,5,1
nan,nan,33,1,1256,332,46,1,1123,504,4,1,1105,227,6,1,846,291,8,1,845,499,nan,1,844,485,nan,1,904,504,nan,1
1063,214,41,1,1256,332,46,1,1143,483,4,1,1100,214,6,1,850,311,8,1,832,517,nan,1,885,517,nan,1,933,482,nan,1
1257,332,43,1,1256,332,46,1,1155,447,4,1,1094,201,6,1,849,323,nan,1,828,520,nan,1,898,548,nan,1,930,491,9,1
1005,176,41,1,1256,332,46,1,1143,415,4,1,nan,nan,6,1,846,332,nan,1,830,518,nan,1,907,581,nan,1,911,534,nan,1
975,169,45,1,1256,332,46,1,1127,382,4,1,nan,nan,6,1,858,354,nan,1,831,516,nan,1,830,502,nan,1,908,573,nan,1
958,167,45,1,1256,332,3,1,1114,377,4,1,nan,nan,6,1,879,355,nan,1,831,516,nan,1,908,610,nan,1,892,589,3,1
950,168,45,1,1256,332,51,1,1115,374,43,1,1108,194,66,1,886,363,nan,1,832,515,nan,1,910,623,nan,1,872,586,6,1
934,194,45,1,933,194,nan,1,1118,365,49,1,1119,200,66,1,887,368,nan,1,832,515,nan,1,912,634,nan,1,869,576,66,1
924,207,45,1,1257,332,nan,1,1116,363,49,1,1120,195,66,1,910,366,4,1,832,516,nan,1,920,641,nan,1,855,569,6,1
911,224,45,1,911,224,nan,1,1117,362,49,1,1111,194,66,1,935,340,48,1,832,515,nan,1,929,647,nan,1,838,561,69,1
895,246,45,1,1257,332,nan,1,1107,361,49,1,1092,203,66,1,929,309,48,1,832,514,nan,1,932,648,nan,1,829,543,nan,1
905,234,45,1,1257,332,nan,1,1110,355,49,1,1066,217,66,1,911,302,nan,1,837,501,nan,1,933,649,nan,1,913,315,nan,1
932,207,45,1,1257,332,nan,1,1111,342,49,1,1041,238,66,1,900,323,4,1,836,510,nan,1,949,652,nan,1,950,665,nan,1
954,197,45,1,954,197,nan,1,1113,336,49,1,1023,266,66,1,890,359,4,1,nan,nan,nan,1,962,657,nan,1,833,539,nan,1
961,184,45,1,1255,332,nan,1,1108,340,51,1,1007,294,66,1,885,398,5,1,nan,nan,0,1,973,662,nan,1,851,526,nan,1
958,165,45,1,957,165,nan,1,1107,341,51,1,1002,305,63,1,880,434,0,1,840,482,0,1,980,667,nan,1,885,507,nan,1
967,141,45,1,1244,337,nan,1,1106,342,53,1,1008,296,5,1,868,450,4,1,828,454,0,1,987,676,nan,1,911,498,nan,1
984,141,45,1,1264,334,5,1,1104,343,nan,1,1014,289,5,1,857,430,4,1,820,439,0,1,996,681,nan,1,943,500,nan,1
1008,137,45,1,1291,328,5,1,1082,354,59,1,1016,285,6,1,853,421,5,1,821,428,0,1,1005,676,nan,1,951,504,nan,1
1019,132,45,1,1309,323,3,1,1059,383,6,1,1017,284,6,1,916,510,5,1,823,426,0,1,1010,666,nan,1,918,523,nan,1
1021,122,45,1,1318,319,59,1,1056,408,6,1,1017,285,6,1,823,404,8,1,824,418,nan,1,1017,644,nan,1,891,558,3,1
1005,120,45,1,1326,311,63,1,1061,420,6,1,1016,286,6,1,769,421,7,1,820,430,nan,1,1027,616,nan,1,897,598,3,1
990,116,45,1,1331,298,63,1,1063,411,6,1,1016,286,6,1,895,606,7,1,790,439,8,1,1032,600,nan,1,897,619,nan,1
992,110,49,1,1318,285,63,1,1059,410,6,1,1016,286,6,1,887,610,7,1,773,430,8,1,1035,585,nan,1,889,624,6,1
979,105,49,1,1287,260,63,1,1056,404,6,1,1016,286,nan,1,879,594,8,1,764,418,nan,1,1042,570,nan,1,881,607,nan,1
967,111,49,1,1261,235,6,1,1066,396,63,1,1016,286,nan,1,784,382,8,1,760,405,nan,1,1052,555,nan,1,872,587,nan,1
950,142,49,1,1240,213,6,1,1097,402,61,1,1016,286,9,1,789,350,8,1,762,393,8,1,1058,542,nan,1,863,556,nan,1
941,168,49,1,1231,201,63,1,1114,409,61,1,1016,286,9,1,784,315,nan,1,768,382,8,1,1058,535,nan,1,873,519,nan,1
929,204,49,1,1222,194,63,1,1124,411,61,1,1016,286,9,1,782,288,0,1,778,376,8,1,1056,546,nan,1,878,486,nan,1
931,242,49,1,930,242,63,1,1130,410,65,1,1016,286,9,1,792,263,0,1,791,358,4,1,1053,559,nan,1,872,483,nan,1
927,273,49,1,1193,174,63,1,1135,413,69,1,1016,286,63,1,797,248,0,1,791,354,4,1,1049,569,nan,1,865,507,nan,1
904,289,51,1,1176,174,63,1,1140,421,69,1,1016,286,63,1,803,246,0,1,790,357,0,1,1042,584,nan,1,857,548,6,1
873,279,51,1,1161,181,63,1,1147,423,69,1,1016,295,63,1,814,247,nan,1,789,354,2,1,1031,609,nan,1,855,589,6,1
869,253,5,1,1142,185,63,1,1154,422,69,1,1017,309,63,1,824,245,nan,1,788,323,5,1,1023,624,nan,1,859,611,6,1
898,246,5,1,1118,185,63,1,1183,424,69,1,1022,334,63,1,811,245,nan,1,787,291,5,1,1022,628,nan,1,860,608,3,1
909,223,53,1,1114,186,63,1,1216,438,69,1,1022,362,63,1,802,236,nan,1,780,276,5,1,1012,647,nan,1,867,579,3,1
908,206,53,1,907,206,61,1,1208,450,69,1,1023,394,63,1,794,226,8,1,771,271,8,1,1003,660,nan,1,879,542,6,1
906,195,59,1,906,195,6,1,1200,445,69,1,1022,413,6,1,789,218,nan,1,769,277,8,1,995,661,nan,1,883,523,5,1
906,197,65,1,906,197,6,1,1201,435,69,1,1019,434,6,1,787,207,4,1,768,293,8,1,996,660,nan,1,864,529,5,1
906,197,63,1,906,197,6,1,1202,409,69,1,1013,467,6,1,778,212,4,1,771,305,8,1,1000,655,nan,1,850,548,6,1
906,197,6,1,906,197,63,1,1190,390,69,1,1005,505,63,1,769,224,4,1,777,312,7,1,1010,642,nan,1,832,550,6,1
906,197,63,1,906,197,63,1,1184,395,69,1,991,537,63,1,770,229,4,1,788,316,7,1,1010,641,nan,1,836,545,6,1
906,197,69,1,906,197,63,1,1183,404,69,1,977,554,63,1,794,255,4,1,788,340,nan,1,1007,648,nan,1,860,535,6,1
906,197,69,1,906,197,63,1,1180,417,69,1,974,557,63,1,810,276,4,1,785,378,22,1,1005,650,nan,1,858,551,nan,1
906,197,69,1,906,197,63,1,1168,441,69,1,974,558,69,1,813,290,4,1,770,415,23,1,1003,653,nan,1,866,594,nan,1
906,197,1,1,1016,191,63,1,1149,476,69,1,973,558,69,1,812,299,4,1,773,450,24,1,1007,648,nan,1,878,617,nan,1
906,197,nan,1,1003,187,63,1,1127,509,69,1,973,558,69,1,820,318,4,1,778,474,24,1,1020,631,nan,1,878,613,6,1
906,197,nan,1,992,187,63,1,1107,537,69,1,976,560,69,1,840,345,4,1,761,499,20,1,1035,611,nan,1,880,618,6,1
906,197,nan,1,990,190,63,1,1111,560,69,1,1000,588,69,1,861,370,4,1,757,524,2,1,756,510,nan,1,879,618,6,1
906,197,nan,1,994,184,63,1,1117,572,69,1,1020,617,69,1,883,392,4,1,773,526,2,1,1085,594,nan,1,878,617,6,1
906,197,nan,1,906,197,63,1,1126,572,1,1,1015,622,91,1,903,411,4,1,800,508,3,1,1089,604,nan,1,873,617,9,1
906,197,nan,1,906,197,63,1,1157,570,5,1,1018,651,91,1,922,417,4,1,813,499,5,1,1081,607,2,1,864,614,91,1
906,197,nan,1,906,197,63,1,1184,557,3,1,1018,652,91,1,941,416,4,1,812,506,7,1,1071,609,2,1,854,609,91,1
979,184,nan,1,978,184,63,1,1189,540,nan,1,nan,nan,91,1,945,414,4,1,809,510,8,1,1063,613,2,1,855,609,91,1
906,197,nan,1,951,181,nan,1,1187,525,nan,1,1019,656,nan,1,945,417,nan,1,809,515,nan,1,1053,618,nan,1,860,621,nan,1
942,174,nan,1,942,174,nan,1,1182,512,nan,1,1020,658,nan,1,950,427,nan,1,813,518,nan,1,1047,621,9,1,883,652,nan,1
nan,nan,4,1,939,176,nan,1,1180,502,nan,1,1020,657,nan,1,967,434,nan,1,825,517,0,1,1044,623,nan,1,907,667,nan,1
nan,nan,nan,1,928,179,1,1,1175,495,nan,1,1021,652,nan,1,987,431,nan,1,837,507,4,1,1044,622,nan,1,924,666,nan,1
915,179,nan,1,914,179,1,1,1160,495,nan,1,1313,45,nan,1,1004,427,nan,1,846,490,4,1,1044,622,nan,1,925,666,nan,1
906,197,nan,1,902,176,nan,1,1135,510,nan,1,1079,612,nan,1,1008,427,nan,1,851,509,4,1,1044,622,nan,1,908,658,nan,1
906,196,nan,1,899,182,3,1,1127,540,nan,1,1104,603,nan,1,997,424,nan,1,876,543,4,1,875,529,nan,1,908,640,nan,1
906,197,nan,1,906,197,3,1,nan,nan,nan,1,1124,599,nan,1,994,422,nan,1,884,556,4,1,908,628,nan,1,909,641,nan,1
906,197,nan,1,906,197,4,1,nan,nan,nan,1,1129,603,nan,1,992,423,nan,1,886,569,4,1,910,630,nan,1,911,643,nan,1
nan,nan,nan,1,887,243,nan,1,nan,nan,nan,1,1121,601,nan,1,987,423,nan,1,892,600,47,1,926,649,nan,1,927,662,nan,1
nan,nan,9,1,873,238,nan,1,1152,591,nan,1,1102,582,nan,1,975,423,nan,1,894,609,nan,1,1044,622,nan,1,954,679,nan,1
863,228,nan,1,863,228,1,1,1177,565,nan,1,1082,565,nan,1,948,418,nan,1,893,589,7,1,1044,622,nan,1,978,688,nan,1
nan,nan,5,1,851,227,nan,1,1179,536,nan,1,1064,543,nan,1,910,412,nan,1,887,545,nan,1,1044,622,nan,1,997,689,nan,1
843,237,nan,1,843,237,3,1,1182,512,nan,1,1053,514,nan,1,875,408,nan,1,896,508,4,1,1044,622,nan,1,1005,683,nan,1
nan,nan,3,1,841,251,nan,1,1183,494,nan,1,1033,490,nan,1,851,389,nan,1,913,472,8,1,1044,622,nan,1,1004,676,nan,1
nan,nan,5,1,848,262,nan,1,1173,483,nan,1,1031,478,nan,1,857,367,nan,1,940,442,nan,1,1044,622,nan,1,1002,654,nan,1
859,269,nan,1,858,269,5,1,1166,476,nan,1,1013,467,nan,1,853,358,nan,1,958,414,nan,1,1044,622,1,1,1006,652,nan,1
853,269,nan,1,852,269,nan,1,1164,477,nan,1,1000,461,nan,1,858,354,nan,1,974,386,nan,1,1044,622,nan,1,1017,667,nan,1
nan,nan,nan,1,876,251,nan,1,1163,478,nan,1,1001,461,nan,1,865,357,nan,1,985,370,nan,1,1044,622,nan,1,1027,670,nan,1
886,243,nan,1,885,243,nan,1,1162,484,nan,1,1001,461,nan,1,866,367,nan,1,972,345,nan,1,1044,622,nan,1,1034,652,nan,1
886,243,nan,1,885,243,nan,1,1168,500,nan,1,1001,461,nan,1,867,376,nan,1,953,315,nan,1,1038,625,nan,1,1039,638,nan,1
886,243,nan,1,885,243,nan,1,1161,506,nan,1,1001,461,nan,1,870,379,nan,1,941,288,nan,1,940,274,nan,1,1055,612,nan,1
886,243,nan,1,885,243,9,1,1158,500,nan,1,1000,460,nan,1,889,386,nan,1,937,259,nan,1,1079,577,nan,1,1081,591,nan,1
886,243,nan,1,885,243,nan,1,1146,488,nan,1,997,460,nan,1,899,389,nan,1,935,242,nan,1,1044,622,nan,1,1106,573,nan,1
886,243,nan,1,885,243,nan,1,1114,473,nan,1,990,457,nan,1,899,389,nan,1,928,242,nan,1,1044,622,nan,1,1129,555,nan,1
1764,415,nan,1,1764,415,3,1,1113,452,nan,1,985,457,nan,1,899,389,nan,1,916,245,nan,1,1044,622,nan,1,1145,533,nan,1
1490,498,nan,1,1490,498,nan,1,1113,445,nan,1,959,463,nan,1,899,389,nan,1,889,263,nan,1,1044,622,nan,1,1150,505,nan,1
1254,558,nan,1,885,243,5,1,nan,nan,nan,1,917,463,nan,1,899,389,nan,1,867,297,nan,1,1044,622,nan,1,1148,477,nan,1
1172,576,nan,1,1171,576,96,1,nan,nan,9,1,889,445,nan,1,899,389,nan,1,857,315,4,1,1044,622,8,1,1142,447,5,1
1137,575,nan,1,1137,575,96,1,nan,nan,nan,1,875,427,nan,1,899,389,nan,1,859,315,4,1,858,301,8,1,1135,418,5,1
1117,569,nan,1,1117,569,9,1,1112,444,nan,1,866,419,nan,1,899,389,42,1,866,324,4,1,865,310,8,1,1138,404,5,1
1079,549,nan,1,1078,549,9,1,1112,444,nan,1,863,412,nan,1,899,389,4,1,871,338,4,1,870,324,8,1,1143,405,6,1
1056,519,nan,1,nan,nan,9,1,nan,nan,nan,1,862,409,nan,1,899,389,4,1,873,346,4,1,1150,415,8,1,1151,429,6,1
1055,488,nan,1,1054,488,9,1,1112,444,nan,1,862,410,nan,1,899,389,4,1,872,355,4,1,872,341,8,1,1156,441,6,1
1058,481,nan,1,1058,481,9,1,1112,444,nan,1,864,412,nan,1,899,389,4,1,861,358,4,1,1161,454,8,1,1163,468,6,1
nan,nan,nan,1,nan,nan,9,1,1112,444,nan,1,872,417,nan,1,899,389,44,1,858,392,4,1,857,378,8,1,1180,496,nan,1
886,243,nan,1,885,243,9,1,1112,444,nan,1,882,423,nan,1,899,389,4,1,860,409,4,1,-3,768,8,1,1199,518,nan,1
886,243,nan,1,885,243,9,1,1112,444,nan,1,878,428,nan,1,899,389,48,1,864,422,4,1,172,738,8,1,1208,540,6,1
1067,469,nan,1,885,243,nan,1,1112,444,nan,1,830,442,nan,1,899,389,nan,1,869,435,4,1,278,724,8,1,1211,570,6,1
1079,443,nan,1,1078,443,nan,1,1112,444,nan,1,783,462,nan,1,899,389,nan,1,873,448,4,1,338,714,8,1,1220,596,9,1
1088,418,nan,1,885,243,nan,1,nan,nan,63,1,763,473,nan,1,899,389,nan,1,881,477,4,1,369,708,8,1,1239,612,6,1
1103,385,nan,1,885,243,nan,1,1112,444,61,1,766,473,nan,1,899,389,nan,1,897,513,4,1,420,705,8,1,1264,618,nan,1
1127,382,nan,1,1127,383,nan,1,1112,444,61,1,774,471,nan,1,899,389,nan,1,892,544,4,1,460,703,8,1,1294,617,nan,1
1136,398,nan,1,1136,398,nan,1,1112,444,61,1,789,464,nan,1,899,389,2,1,883,568,4,1,484,706,8,1,1321,603,9,1
886,243,nan,1,885,243,nan,1,1112,444,61,1,804,460,nan,1,899,389,4,1,854,594,4,1,501,706,8,1,1329,584,9,1
1151,400,nan,1,1150,400,nan,1,1112,444,6,1,811,457,nan,1,899,389,4,1,821,606,nan,1,522,704,8,1,1321,577,9,1
1161,400,nan,1,1161,400,nan,1,nan,nan,63,1,811,458,6,1,899,389,5,1,817,586,nan,1,541,703,8,1,1293,575,9,1
1175,409,nan,1,1174,409,nan,1,1112,444,63,1,810,459,6,1,899,389,nan,1,825,586,nan,1,576,705,8,1,1275,575,9,1
1175,411,nan,1,1174,411,nan,1,1112,444,69,1,810,460,6,1,899,389,3,1,847,615,nan,1,604,708,8,1,1265,577,9,1
1172,410,3,1,1172,410,nan,1,nan,nan,69,1,810,459,6,1,1232,559,4,1,878,616,nan,1,636,707,8,1,1234,571,9,1
1171,409,3,1,1170,409,nan,1,nan,nan,69,1,810,459,6,1,1201,541,4,1,882,592,nan,1,666,707,8,1,1203,554,6,1
1170,409,3,1,1170,409,nan,1,nan,nan,69,1,809,459,6,1,867,564,4,1,868,578,40,1,683,705,8,1,1181,522,6,1
1170,409,3,1,1170,409,nan,1,nan,nan,69,1,810,459,6,1,1170,472,5,1,855,570,40,1,704,704,nan,1,1172,484,6,1
1171,404,3,1,1831,136,nan,1,nan,nan,69,1,801,460,6,1,841,552,5,1,842,566,40,1,730,702,nan,1,731,716,nan,1
1696,168,53,1,1695,168,nan,1,nan,nan,69,1,800,461,6,1,1128,460,8,1,831,562,41,1,754,688,nan,1,1130,473,nan,1
1156,378,53,1,1616,188,nan,1,nan,nan,69,1,800,461,6,1,1123,492,7,1,823,556,41,1,780,673,nan,1,1125,505,nan,1
