202312051644
baigai
x
yagura
spinner_hydrant,others,1098,16,3,4,win
maneuver_spla_collabo,others,1302,5,1,5,win
hude_pablo,others,1222,13,3,5,win
shooter_h3_d,myself,878,6,1,3,win
shelter_spy_sorella,others,1104,7,5,5,lose
maneuver_kelvin,others,850,8,11,4,lose
shooter_bottle_foil,others,1081,7,5,4,lose
shooter_52,others,987,6,9,5,lose
a_x,a_y,a_sp,a_life,b_x,b_y,b_sp,b_life,y_x,y_y,y_sp,y_life,x_x,x_y,x_sp,x_life,u_x,u_y,u_sp,u_life,r_x,r_y,r_sp,r_life,d_x,d_y,d_sp,d_life,l_x,l_y,l_sp,l_life
1271,275,nan,1,1194,137,nan,1,1315,259,nan,1,1283,227,nan,1,1151,223,4,1,nan,nan,nan,1,1347,151,nan,1,1089,207,nan,1
1270,275,nan,1,1194,137,nan,1,1294,262,nan,1,1276,234,nan,1,1138,227,4,1,nan,nan,nan,1,1347,151,nan,1,nan,nan,nan,1
1274,273,nan,1,1194,137,nan,1,nan,nan,nan,1,1271,238,nan,1,1126,232,4,1,nan,nan,nan,1,1347,151,nan,1,nan,nan,nan,1
1282,274,1,1,1194,137,3,1,nan,nan,nan,1,1274,241,nan,1,1110,237,4,1,nan,nan,nan,1,1347,151,nan,1,nan,nan,nan,1
1279,280,nan,1,1194,137,4,1,nan,nan,nan,1,1296,266,nan,1,1079,245,4,1,nan,nan,nan,1,1347,151,nan,1,1081,258,nan,1
nan,nan,3,1,1194,137,nan,1,1269,274,9,1,1291,280,nan,1,1051,237,4,1,nan,nan,nan,1,nan,nan,nan,1,nan,nan,nan,1
nan,nan,3,1,1194,137,nan,1,1273,266,9,1,1313,45,nan,1,1044,231,4,1,nan,nan,nan,1,nan,nan,nan,1,nan,nan,nan,1
nan,nan,4,1,1194,137,nan,1,1268,260,9,1,1313,45,nan,1,1060,217,4,1,nan,nan,nan,1,1061,217,nan,1,nan,nan,nan,1
nan,nan,4,1,1194,137,9,1,1253,261,9,1,1271,276,nan,1,1084,210,4,1,nan,nan,nan,1,nan,nan,nan,1,nan,nan,nan,1
1296,244,5,1,1194,137,nan,1,1246,252,9,1,1271,278,nan,1,1083,213,4,1,795,49,nan,1,1077,148,nan,1,1079,160,nan,1
1316,213,5,1,1194,137,1,1,1242,251,9,1,1271,275,nan,1,1087,211,4,1,1116,132,nan,1,1077,149,nan,1,1078,162,nan,1
1329,200,nan,1,1194,137,nan,1,1252,261,nan,1,1278,278,nan,1,1103,213,4,1,1119,130,nan,1,nan,nan,nan,1,nan,nan,nan,1
1330,199,nan,1,1194,137,3,1,1267,264,nan,1,1313,45,nan,1,1097,225,4,1,1122,119,nan,1,1121,105,nan,1,1093,140,nan,1
1318,185,3,1,1194,137,nan,1,1283,269,nan,1,1313,45,nan,1,1089,233,4,1,1120,112,nan,1,1089,129,nan,1,1091,142,nan,1
1304,174,11,1,1194,137,nan,1,nan,nan,nan,1,1313,45,nan,1,1089,127,nan,1,nan,nan,nan,1,nan,nan,nan,1,1091,141,nan,1
1291,173,3,1,1194,137,nan,1,nan,nan,nan,1,1313,45,nan,1,1091,121,nan,1,nan,nan,nan,1,nan,nan,nan,1,1093,135,nan,1
1279,171,14,1,1194,137,nan,1,nan,nan,nan,1,1313,45,nan,1,1093,118,nan,1,nan,nan,nan,1,1093,118,nan,1,1095,131,nan,1
1273,168,nan,1,1194,137,9,1,nan,nan,nan,1,1313,45,nan,1,1093,118,nan,1,1152,126,nan,1,1093,118,nan,1,1095,131,nan,1
1269,169,nan,1,1194,137,nan,1,nan,nan,nan,1,1333,205,nan,1,1092,119,nan,1,nan,nan,nan,1,nan,nan,nan,1,1094,132,nan,1
1261,169,1,1,1260,169,nan,1,nan,nan,nan,1,1350,185,nan,1,1092,120,nan,1,1155,120,nan,1,34,474,nan,1,1094,133,nan,1
1262,169,1,1,1261,169,3,1,nan,nan,nan,1,1351,174,nan,1,1092,120,4,1,nan,nan,nan,1,331,354,nan,1,1094,133,nan,1
1268,170,nan,1,1267,170,nan,1,nan,nan,nan,1,1349,165,nan,1,1092,119,nan,1,nan,nan,nan,1,1093,119,nan,1,1094,132,nan,1
1276,172,nan,1,1275,172,5,1,1268,274,nan,1,1348,156,nan,1,1087,264,nan,1,nan,nan,nan,1,895,183,nan,1,1094,132,nan,1
1283,173,3,1,1282,173,5,1,1268,274,nan,1,1354,149,nan,1,1081,278,nan,1,nan,nan,nan,1,nan,nan,nan,1,1094,132,nan,1
1289,174,nan,1,1289,174,nan,1,1269,273,nan,1,1385,139,nan,1,1075,288,nan,1,nan,nan,nan,1,1092,121,4,1,1093,134,nan,1
1308,181,nan,1,1308,181,nan,1,1270,272,nan,1,1411,128,nan,1,1074,297,nan,1,nan,nan,nan,1,1090,126,4,1,1091,139,nan,1
1330,207,nan,1,nan,nan,nan,1,1269,272,nan,1,1418,125,nan,1,1061,315,nan,1,nan,nan,nan,1,1088,133,4,1,1089,146,nan,1
1332,246,nan,1,1332,246,nan,1,1273,270,nan,1,1422,126,nan,1,1035,317,nan,1,nan,nan,nan,1,1081,115,4,1,1083,157,nan,1
1337,269,nan,1,1337,269,nan,1,1271,266,nan,1,1423,123,nan,1,1015,296,nan,1,nan,nan,nan,1,1082,124,4,1,1084,169,nan,1
1338,282,nan,1,1795,142,nan,1,1260,261,3,1,1425,116,nan,1,1019,270,nan,1,nan,nan,nan,1,nan,nan,4,1,1021,283,nan,1
1332,292,3,1,1749,152,nan,1,1247,260,nan,1,1423,108,nan,1,1031,263,nan,1,nan,nan,nan,1,nan,nan,nan,1,1033,276,nan,1
1326,295,3,1,1715,146,nan,1,1241,261,nan,1,1426,97,nan,1,1041,258,nan,1,nan,nan,nan,1,1093,134,nan,1,1087,163,nan,1
1297,309,nan,1,1696,141,nan,1,1233,262,nan,1,1427,97,4,1,1040,259,nan,1,1062,231,nan,1,1061,217,nan,1,1084,152,nan,1
1285,340,nan,1,1678,137,nan,1,1225,262,nan,1,1426,98,4,1,1018,267,nan,1,1059,213,nan,1,1058,199,nan,1,1090,143,nan,1
1307,343,nan,1,1655,141,nan,1,1230,263,nan,1,1422,100,nan,1,1000,297,nan,1,nan,nan,nan,1,nan,nan,nan,1,1097,139,nan,1
1304,328,nan,1,1627,149,nan,1,1229,263,nan,1,1422,100,nan,1,1002,321,nan,1,nan,nan,nan,1,1083,147,nan,1,1092,145,nan,1
1293,295,nan,1,1612,153,nan,1,1227,265,nan,1,1422,100,nan,1,1002,336,nan,1,1091,179,nan,1,1090,165,nan,1,nan,nan,nan,1
1294,272,41,1,1576,162,nan,1,1228,265,nan,1,1422,100,nan,1,1000,348,nan,1,nan,nan,nan,1,nan,nan,nan,1,1001,361,nan,1
1536,171,4,1,1536,171,nan,1,1228,265,nan,1,1422,100,nan,1,992,354,nan,1,1092,176,nan,1,1091,162,nan,1,nan,nan,nan,1
1266,230,4,1,1502,184,nan,1,nan,nan,nan,1,1422,100,4,1,990,363,nan,1,1089,183,nan,1,1089,169,nan,1,1111,134,nan,1
1252,205,3,1,1495,198,nan,1,nan,nan,nan,1,1422,100,nan,1,998,375,nan,1,nan,nan,nan,1,1087,180,nan,1,1120,133,nan,1
1250,193,3,1,1490,214,nan,1,nan,nan,nan,1,1422,100,nan,1,989,398,nan,1,nan,nan,nan,1,1116,126,nan,1,1117,139,nan,1
1250,187,51,1,1490,227,nan,1,nan,nan,nan,1,1422,100,nan,1,962,400,nan,1,nan,nan,nan,1,1109,127,nan,1,1111,139,nan,1
1250,188,51,1,1478,239,nan,1,nan,nan,nan,1,1422,100,nan,1,944,390,nan,1,nan,nan,nan,1,nan,nan,nan,1,1112,134,nan,1
1252,189,nan,1,1447,255,nan,1,nan,nan,nan,1,1422,100,9,1,943,382,nan,1,nan,nan,nan,1,1104,124,nan,1,1106,137,nan,1
1256,195,nan,1,1441,266,nan,1,nan,nan,nan,1,1422,100,nan,1,951,378,4,1,1122,195,nan,1,1044,290,nan,1,1099,146,nan,1
1258,208,nan,1,1437,266,nan,1,1241,264,nan,1,1422,100,nan,1,961,370,nan,1,1118,227,nan,1,1074,312,nan,1,1095,160,nan,1
1263,220,nan,1,1435,267,nan,1,1242,264,nan,1,1422,100,nan,1,970,364,nan,1,1120,259,nan,1,1084,319,nan,1,1099,171,nan,1
1271,228,3,1,1415,269,nan,1,1240,264,nan,1,1422,100,nan,1,986,350,nan,1,1122,264,nan,1,1075,310,nan,1,1107,171,nan,1
1275,237,3,1,1395,269,nan,1,1240,264,nan,1,1422,100,nan,1,1008,339,nan,1,1122,270,nan,1,1063,289,nan,1,1113,166,nan,1
1278,250,1,1,1376,270,nan,1,1239,264,nan,1,1422,100,nan,1,1021,335,nan,1,1128,279,nan,1,1059,277,nan,1,1119,166,nan,1
1299,267,3,1,1354,272,nan,1,1221,266,nan,1,1422,100,nan,1,1030,327,nan,1,1141,286,nan,1,1062,250,nan,1,1063,264,nan,1
1316,272,nan,1,1337,274,nan,1,1224,264,nan,1,1422,100,nan,1,1049,308,nan,1,1177,306,nan,1,1071,215,nan,1,1072,228,nan,1
1313,272,nan,1,1313,273,nan,1,1235,259,nan,1,1422,100,nan,1,1070,283,nan,1,1182,310,nan,1,1076,202,nan,1,1072,296,nan,1
1309,277,nan,1,1280,277,nan,1,1229,252,nan,1,1422,100,nan,1,1086,260,nan,1,1182,308,nan,1,1076,219,nan,1,1078,232,nan,1
1317,270,nan,1,1268,277,nan,1,1218,230,nan,1,1422,100,nan,1,1093,249,nan,1,1175,295,nan,1,nan,nan,nan,1,nan,nan,nan,1
1324,241,nan,1,1273,277,nan,1,1209,219,nan,1,1422,100,nan,1,1093,239,nan,1,615,788,nan,1,nan,nan,nan,1,nan,nan,nan,1
1336,223,nan,1,1272,276,nan,1,1199,213,nan,1,1422,100,nan,1,1090,229,nan,1,1154,220,nan,1,nan,nan,nan,1,nan,nan,nan,1
1335,212,3,1,1334,212,nan,1,1191,203,nan,1,1422,100,nan,1,1084,228,nan,1,615,788,nan,1,1079,174,nan,1,1145,201,nan,1
1318,187,3,1,1277,275,nan,1,1177,209,nan,1,1313,45,nan,1,1082,232,nan,1,nan,nan,nan,1,1067,153,nan,1,nan,nan,nan,1
1308,156,nan,1,1263,276,nan,1,1172,223,nan,1,1313,45,nan,1,1082,232,nan,1,nan,nan,nan,1,1056,161,nan,1,1057,174,nan,1
1301,142,nan,1,1226,279,nan,1,1162,232,nan,1,1313,45,nan,1,1081,233,nan,1,nan,nan,nan,1,1044,168,nan,1,1045,181,nan,1
1298,137,nan,1,1212,280,nan,1,1145,221,nan,1,1313,45,nan,1,1081,233,nan,1,nan,nan,nan,1,1037,169,nan,1,1084,246,nan,1
1283,133,nan,1,1213,280,nan,1,1126,208,nan,1,1313,45,nan,1,1169,256,nan,1,601,46,nan,1,1023,162,nan,1,1171,269,nan,1
1245,120,nan,1,1214,280,nan,1,1105,206,nan,1,1313,45,nan,1,1015,190,nan,1,nan,nan,nan,1,1016,190,nan,1,1172,279,nan,1
nan,nan,nan,1,1225,273,nan,1,nan,nan,nan,1,1313,45,nan,1,1081,233,nan,1,1159,291,nan,1,1020,228,nan,1,nan,nan,nan,1
nan,nan,nan,1,1250,263,nan,1,nan,nan,nan,1,1313,45,nan,1,1081,233,nan,1,nan,nan,nan,1,1165,300,nan,1,1167,313,nan,1
1221,288,nan,1,1221,288,nan,1,nan,nan,nan,1,1887,119,nan,1,1081,233,nan,1,1155,371,nan,1,nan,nan,nan,1,1084,246,nan,1
1206,301,nan,1,1205,301,nan,1,1056,200,nan,1,1728,166,nan,1,1081,233,nan,1,1156,373,nan,1,1016,243,nan,1,1084,246,nan,1
nan,nan,nan,1,1201,304,nan,1,1050,197,nan,1,1633,192,nan,1,1081,233,nan,1,1163,376,nan,1,1016,242,nan,1,1084,246,nan,1
1196,307,nan,1,1196,307,nan,1,1043,197,nan,1,1586,205,nan,1,1081,233,nan,1,1174,385,nan,1,1016,242,nan,1,1148,318,nan,1
1191,310,nan,1,1191,310,nan,1,1038,197,nan,1,1556,214,nan,1,1081,233,nan,1,1195,404,nan,1,963,259,nan,1,1153,311,nan,1
1247,109,nan,1,1246,109,nan,1,1039,198,nan,1,1519,228,nan,1,1081,233,nan,1,1217,423,nan,1,885,287,nan,1,1153,302,nan,1
1271,135,nan,1,1271,135,nan,1,1039,198,nan,1,1488,244,nan,1,1081,233,nan,1,1219,425,nan,1,785,326,nan,1,1149,301,nan,1
1304,154,nan,1,1304,155,nan,1,1039,198,nan,1,1455,252,4,1,1081,233,nan,1,1218,420,nan,1,665,378,nan,1,1149,295,nan,1
1335,165,nan,1,1179,355,nan,1,1040,198,nan,1,1433,252,4,1,1081,233,nan,1,1212,406,nan,1,530,444,nan,1,1153,292,nan,1
1342,174,nan,1,1342,174,nan,1,1040,198,nan,1,1422,254,4,1,1081,233,nan,1,1198,401,nan,1,393,519,nan,1,1149,301,nan,1
1338,182,nan,1,1338,182,nan,1,1037,204,nan,1,1392,260,4,1,1081,233,nan,1,1194,399,nan,1,274,595,nan,1,1145,313,nan,1
1338,186,nan,1,nan,nan,nan,1,1036,208,nan,1,1370,269,4,1,1081,233,nan,1,1198,397,nan,1,192,661,nan,1,1142,330,nan,1
1337,197,nan,1,1336,197,nan,1,1032,213,nan,1,1348,277,4,1,1081,233,nan,1,1199,397,nan,1,159,707,nan,1,1140,337,nan,1
1335,218,nan,1,nan,nan,nan,1,1039,217,nan,1,1326,286,4,1,1081,233,nan,1,1199,397,nan,1,158,713,nan,1,1140,338,nan,1
1344,250,nan,1,1216,430,nan,1,nan,nan,nan,1,1309,293,4,1,1081,233,nan,1,1199,397,nan,1,166,710,nan,1,1140,338,nan,1
1347,266,nan,1,1225,426,nan,1,1091,240,nan,1,1313,45,4,1,1138,325,nan,1,1190,399,nan,1,202,697,nan,1,1140,338,nan,1
nan,nan,nan,1,1222,427,nan,1,1087,263,nan,1,1336,291,4,1,1187,385,nan,1,1188,399,nan,1,232,689,nan,1,1140,338,nan,1
1345,281,nan,1,1222,427,5,1,1090,299,nan,1,1313,45,4,1,1081,233,nan,1,1166,382,nan,1,252,681,nan,1,1140,338,nan,1
1345,284,nan,1,1222,427,5,1,1105,317,nan,1,1313,45,4,1,1138,325,nan,1,nan,nan,nan,1,263,670,nan,1,1140,338,nan,1
1334,290,nan,1,1222,427,nan,1,1098,308,nan,1,1313,45,4,1,1138,325,nan,1,nan,nan,nan,1,273,669,nan,1,1140,338,nan,1
1330,295,nan,1,1222,427,nan,1,1096,305,nan,1,1313,45,4,1,1138,325,nan,1,nan,nan,nan,1,286,667,nan,1,1140,338,nan,1
1335,306,nan,1,1222,427,nan,1,1092,299,nan,1,1254,317,4,1,1138,325,nan,1,nan,nan,nan,1,321,661,nan,1,1140,338,nan,1
1338,317,nan,1,1222,427,nan,1,1089,293,nan,1,1243,319,4,1,1138,325,nan,1,1200,391,nan,1,363,646,nan,1,1140,338,nan,1
1340,325,nan,1,1340,325,nan,1,1093,296,nan,1,1237,320,4,1,1237,394,nan,1,1238,408,nan,1,399,636,nan,1,1140,338,nan,1
1331,332,3,1,1331,332,11,1,1092,298,nan,1,1238,319,4,1,1252,400,nan,1,1253,414,nan,1,433,631,nan,1,1140,338,nan,1
1309,334,3,1,nan,nan,nan,1,1092,297,nan,1,1249,318,4,1,1138,325,nan,1,1253,414,nan,1,456,632,nan,1,1140,338,nan,1
1295,341,nan,1,1295,341,4,1,1092,297,nan,1,1237,334,4,1,123,681,nan,1,1259,414,nan,1,486,632,nan,1,1140,338,nan,1
1291,336,nan,1,1222,427,5,1,1092,294,nan,1,1206,326,4,1,241,660,nan,1,1293,414,nan,1,517,631,nan,1,1140,338,nan,1
1314,331,nan,1,1222,427,nan,1,1093,283,nan,1,1187,320,4,1,313,647,nan,1,1311,417,nan,1,545,629,nan,1,1140,338,nan,1
1355,333,5,1,1222,427,nan,1,1095,286,nan,1,1190,329,43,1,350,638,nan,1,1326,422,nan,1,558,629,nan,1,1140,338,6,1
1385,331,65,1,1222,427,6,1,1106,290,nan,1,1197,334,3,1,391,631,nan,1,1336,417,6,1,579,627,6,1,1140,338,6,1
1394,337,65,1,1222,427,6,1,1099,291,nan,1,1201,341,3,1,434,628,nan,1,1332,405,6,1,618,623,6,1,1140,338,69,1
1402,345,65,1,1222,427,3,1,1097,292,nan,1,1205,350,3,1,466,639,nan,1,1305,412,6,1,652,620,nan,1,1140,338,nan,1
1422,356,65,1,1222,427,3,1,1099,293,nan,1,1210,361,3,1,478,630,nan,1,1265,428,6,1,680,616,nan,1,1140,338,6,1
1428,359,65,1,1428,359,3,1,1109,301,nan,1,1211,369,3,1,497,613,nan,1,1254,450,6,1,694,615,8,1,1140,338,6,1
1437,380,65,1,1222,427,3,1,1110,302,nan,1,1210,377,3,1,507,614,nan,1,1251,493,6,1,716,613,0,1,1140,338,6,1
1449,408,65,1,1222,427,3,1,1110,302,nan,1,1202,384,3,1,520,615,nan,1,1207,510,6,1,751,614,1,1,1140,338,66,1
1444,425,66,1,1222,427,5,1,1110,302,nan,1,1197,393,3,1,540,611,nan,1,1195,514,6,1,786,612,1,1,1140,338,66,1
1443,437,66,1,1222,427,6,1,1110,302,nan,1,1183,405,91,1,559,606,nan,1,1196,514,6,1,819,604,2,1,nan,nan,6,1
1447,446,6,1,1222,427,6,1,1110,302,nan,1,1175,425,91,1,582,599,nan,1,1181,525,6,1,845,583,3,1,nan,nan,6,1
1454,471,6,1,1222,427,6,1,1110,302,nan,1,1185,434,91,1,617,597,nan,1,1183,555,6,1,856,547,3,1,nan,nan,96,1
1448,505,6,1,1222,427,nan,1,1110,302,nan,1,1188,443,91,1,648,598,nan,1,1183,588,6,1,863,515,4,1,nan,nan,96,1
1428,530,6,1,1427,530,nan,1,1110,302,nan,1,1167,454,91,1,677,607,nan,1,1183,591,nan,1,872,484,5,1,874,497,9,1
1397,534,6,1,1396,534,9,1,1100,303,nan,1,1159,466,21,1,691,623,nan,1,1184,589,nan,1,877,449,8,1,693,636,nan,1
1361,532,6,1,1361,532,63,1,1077,313,nan,1,1155,474,21,1,705,622,nan,1,1194,597,nan,1,892,427,9,1,894,441,nan,1
1328,540,6,1,1327,540,31,1,1072,300,nan,1,1153,483,21,1,721,618,nan,1,1235,603,nan,1,904,417,9,1,724,631,nan,1
1313,549,6,1,1313,549,31,1,1064,266,nan,1,1151,507,21,1,734,617,nan,1,1251,605,nan,1,910,411,23,1,28,785,nan,1
1316,552,6,1,1315,552,3,1,1053,253,nan,1,1157,546,21,1,748,613,nan,1,1252,605,8,1,917,424,24,1,99,773,nan,1
1330,557,6,1,1330,557,63,1,1049,246,nan,1,1166,580,21,1,760,612,nan,1,1257,603,8,1,925,463,2,1,144,759,nan,1
1334,559,63,1,1333,559,39,1,1042,231,nan,1,1177,593,21,1,770,611,nan,1,nan,nan,nan,1,959,478,2,1,182,745,nan,1
1332,557,53,1,1832,146,9,1,1039,223,nan,1,1184,599,21,1,781,611,nan,1,nan,nan,nan,1,983,503,28,1,227,729,nan,1
1306,547,59,1,1705,175,9,1,1036,213,nan,1,1191,597,21,1,793,609,nan,1,1297,588,40,1,1001,523,3,1,257,721,nan,1
1627,190,63,1,1626,190,9,1,1037,214,nan,1,1201,591,21,1,804,602,nan,1,nan,nan,40,1,1004,524,4,1,290,712,nan,1
1288,544,63,1,1586,196,9,1,1038,217,nan,1,1211,557,21,1,817,586,nan,1,1297,588,nan,1,1002,525,4,1,312,707,nan,1
1257,530,63,1,1554,197,9,1,1043,229,nan,1,1211,525,21,1,827,558,nan,1,1297,588,42,1,1014,527,4,1,342,698,nan,1
1241,515,63,1,1522,189,9,1,1058,262,nan,1,1205,511,21,1,838,524,nan,1,1297,588,42,1,1001,510,nan,1,372,690,nan,1
1233,501,63,1,1233,501,9,1,1061,296,nan,1,nan,nan,21,1,849,492,nan,1,1297,588,42,1,975,478,nan,1,401,684,nan,1
1227,490,63,1,1458,177,9,1,1051,306,nan,1,1185,460,21,1,861,464,nan,1,1297,588,4,1,941,459,6,1,431,682,nan,1
1202,467,63,1,1441,170,9,1,1036,277,nan,1,1177,424,21,1,870,439,4,1,1297,588,4,1,912,439,6,1,457,677,nan,1
nan,nan,63,1,1423,167,9,1,1039,243,nan,1,1172,400,21,1,1296,574,nan,1,1297,588,4,1,901,422,nan,1,482,671,nan,1
1171,404,63,1,1404,166,9,1,1041,231,nan,1,nan,nan,21,1,865,386,nan,1,1297,588,nan,1,889,427,8,1,508,665,nan,1
1172,392,63,1,1407,161,9,1,1041,234,nan,1,nan,nan,21,1,870,356,nan,1,1297,588,nan,1,876,459,8,1,536,657,nan,1
1168,384,63,1,1415,170,9,1,1042,245,nan,1,nan,nan,21,1,885,332,nan,1,1297,588,2,1,873,485,nan,1,559,649,nan,1
1165,375,63,1,1411,182,9,1,1049,266,nan,1,nan,nan,21,1,897,314,6,1,1297,588,4,1,879,486,nan,1,586,639,nan,1
1161,365,63,1,1400,185,9,1,1056,288,nan,1,1120,402,21,1,903,293,6,1,1297,588,nan,1,906,471,nan,1,617,628,nan,1
1138,347,63,1,1388,181,9,1,1061,302,nan,1,1128,404,21,1,912,287,nan,1,1297,588,8,1,921,472,4,1,644,621,nan,1
1114,345,63,1,1376,182,9,1,1065,314,nan,1,1143,410,21,1,907,301,nan,1,1297,588,nan,1,920,483,4,1,670,619,nan,1
1114,353,63,1,1364,184,9,1,1062,317,nan,1,1161,430,21,1,896,330,nan,1,1297,588,8,1,903,496,4,1,696,628,nan,1
1107,351,63,1,1333,200,9,1,1056,316,nan,1,1160,445,21,1,911,345,8,1,1297,588,8,1,898,487,41,1,717,634,nan,1
1109,347,63,1,1310,208,9,1,1065,288,nan,1,1145,447,21,1,934,358,8,1,1297,588,nan,1,918,458,42,1,738,633,nan,1
1109,348,63,1,1297,210,9,1,1073,263,nan,1,1115,452,21,1,952,382,9,1,1297,588,nan,1,931,451,42,1,756,630,nan,1
1109,348,6,1,1261,215,9,1,1075,256,nan,1,1107,452,21,1,951,374,9,1,1297,588,0,1,937,451,43,1,769,629,nan,1
1108,349,63,1,1248,221,9,1,1071,255,nan,1,1108,446,21,1,939,367,9,1,1297,588,0,1,938,426,43,1,780,627,nan,1
1108,350,63,1,1215,232,9,1,1052,236,nan,1,1108,445,21,1,937,359,9,1,1297,588,nan,1,940,412,44,1,790,626,nan,1
1109,351,6,1,1192,233,9,1,1041,225,nan,1,1108,444,21,1,949,358,0,1,1297,588,nan,1,949,420,44,1,800,625,nan,1
1110,352,3,1,1176,233,9,1,1021,204,nan,1,1109,441,21,1,959,363,0,1,1297,588,2,1,971,421,44,1,810,623,nan,1
1112,347,3,1,1133,239,9,1,1008,191,nan,1,1107,439,21,1,982,371,0,1,nan,nan,2,1,959,413,4,1,820,619,nan,1
1111,342,1,1,1118,242,9,1,997,195,nan,1,1101,437,21,1,997,376,0,1,nan,nan,nan,1,953,381,4,1,827,611,nan,1
1116,345,nan,1,1118,242,9,1,974,197,nan,1,1105,444,21,1,983,380,8,1,nan,nan,4,1,951,340,4,1,834,603,nan,1
1127,350,3,1,1119,241,9,1,967,198,nan,1,1110,443,21,1,970,384,nan,1,nan,nan,8,1,933,313,46,1,840,596,nan,1
1133,357,3,1,1120,241,9,1,967,201,nan,1,1120,441,21,1,952,395,nan,1,nan,nan,0,1,922,314,46,1,846,589,nan,1
1135,367,3,1,1134,367,9,1,967,206,nan,1,1123,448,21,1,924,415,8,1,nan,nan,nan,1,918,339,46,1,852,582,nan,1
1136,369,3,1,1101,289,9,1,959,206,nan,1,1128,448,21,1,900,440,8,1,nan,nan,2,1,933,370,4,1,858,574,nan,1
1136,369,3,1,1077,326,9,1,958,218,nan,1,1127,444,2,1,895,470,8,1,nan,nan,2,1,924,401,4,1,860,561,nan,1
1135,369,3,1,1068,340,9,1,958,233,nan,1,1109,449,2,1,903,491,8,1,nan,nan,nan,1,914,436,4,1,865,549,nan,1
1122,372,5,1,1068,340,9,1,955,246,nan,1,1107,450,26,1,907,503,4,1,47,610,4,1,908,472,48,1,873,538,nan,1
1109,380,5,1,1068,339,9,1,952,262,nan,1,1110,441,26,1,909,513,4,1,78,595,nan,1,77,581,nan,1,885,533,nan,1
1069,339,5,1,1068,339,23,1,948,279,nan,1,1101,436,2,1,94,573,4,1,95,587,4,1,95,573,nan,1,899,535,nan,1
1108,381,5,1,1069,339,3,1,945,293,nan,1,1086,440,23,1,904,532,4,1,78,579,0,1,886,524,nan,1,887,537,nan,1
1070,338,5,1,1069,338,nan,1,944,292,nan,1,1075,445,36,1,900,522,20,1,86,589,nan,1,882,518,1,1,922,527,nan,1
1069,339,5,1,1069,339,31,1,944,292,nan,1,1066,457,39,1,895,511,20,1,95,604,nan,1,880,505,1,1,927,515,nan,1
1069,339,5,1,1069,339,3,1,943,292,nan,1,1040,477,nan,1,892,499,20,1,111,608,nan,1,110,594,1,1,918,504,nan,1
1069,339,5,1,1069,339,31,1,943,291,nan,1,1022,476,39,1,885,486,2,1,126,611,nan,1,125,597,1,1,900,486,nan,1
1133,384,5,1,1069,339,31,1,942,291,nan,1,1008,477,39,1,876,471,2,1,154,615,nan,1,154,601,2,1,nan,nan,nan,1
1169,382,5,1,1069,339,31,1,942,292,nan,1,997,481,46,1,868,456,2,1,196,619,nan,1,856,431,2,1,867,492,nan,1
1191,388,5,1,1069,339,31,1,942,291,nan,1,983,505,96,1,865,454,22,1,218,619,nan,1,848,418,2,1,867,514,nan,1
1199,399,5,1,1069,339,31,1,942,293,nan,1,959,515,46,1,869,465,2,1,237,616,nan,1,842,408,3,1,871,478,nan,1
1196,417,3,1,1069,339,nan,1,940,293,nan,1,946,517,46,1,868,475,2,1,264,609,nan,1,835,404,3,1,869,488,nan,1
1192,455,6,1,1069,339,33,1,925,272,nan,1,938,516,46,1,259,596,24,1,260,610,nan,1,830,387,3,1,868,514,nan,1
1189,492,61,1,1069,339,33,1,893,254,nan,1,946,509,46,1,250,609,24,1,252,623,nan,1,849,367,4,1,868,514,nan,1
1180,522,61,1,1069,339,43,1,873,258,nan,1,955,524,46,1,256,624,24,1,257,638,nan,1,882,358,4,1,868,514,nan,1
1176,538,61,1,1069,339,45,1,858,271,nan,1,964,548,46,1,271,628,24,1,272,643,nan,1,905,367,nan,1,868,514,nan,1
1171,546,61,1,1069,339,46,1,861,289,nan,1,965,563,46,1,281,639,2,1,282,653,nan,1,949,376,nan,1,868,514,9,1
1160,543,61,1,1069,339,49,1,866,300,nan,1,962,572,46,1,295,637,nan,1,296,651,nan,1,981,399,61,1,868,514,9,1
1159,533,61,1,1069,339,53,1,869,312,nan,1,961,580,46,1,308,640,2,1,309,654,nan,1,1000,430,61,1,868,514,9,1
1153,538,61,1,1069,339,51,1,874,330,nan,1,961,594,46,1,311,655,nan,1,312,669,nan,1,1009,464,64,1,868,514,9,1
1122,560,61,1,1122,560,51,1,879,362,nan,1,961,606,46,1,326,652,4,1,327,667,8,1,1016,493,6,1,868,514,9,1
1096,579,61,1,1096,579,nan,1,883,345,nan,1,962,613,46,1,367,640,4,1,368,654,8,1,1000,522,6,1,868,514,5,1
1083,588,61,1,1082,588,nan,1,884,321,nan,1,964,647,46,1,408,630,4,1,409,644,8,1,1002,538,6,1,868,514,5,1
1079,587,61,1,1079,587,nan,1,884,316,nan,1,963,686,46,1,427,607,nan,1,428,621,8,1,1016,544,66,1,868,514,5,1
1095,582,61,1,nan,nan,51,1,877,322,nan,1,967,719,46,1,411,589,nan,1,412,603,8,1,1017,552,66,1,868,514,6,1
1120,570,61,1,1120,570,5,1,885,332,nan,1,971,734,46,1,420,580,nan,1,421,595,48,1,1017,553,6,1,868,514,nan,1
1154,558,61,1,1153,558,61,1,894,326,nan,1,966,734,46,1,866,501,8,1,435,594,48,1,1017,552,6,1,868,514,9,1
